DRG Description,IP CHARGE,UNITEDHEALTHCARE ESSENTIAL PLANS 1 - 4
Cervical spinal fusion & other back/neck proc exc disc excis/decomp,,59490.42314
Shoulder & elbow joint replacement #,,13920.9964
Shoulder & elbow joint replacement #,,15294.58568
Shoulder & elbow joint replacement #,,25083.38283
Shoulder & elbow joint replacement #,,29195.01002
Fracture of femur,,5182.542173
Fracture of femur,,6673.297868
Fracture of femur,,14944.74836
Fracture of femur,,20051.87462
Fracture of pelvis or dislocation of hip,,5546.505938
Fracture of pelvis or dislocation of hip,,6720.663015
Fracture of pelvis or dislocation of hip,,8783.955318
Fracture of pelvis or dislocation of hip,,9296.662265
"Fractures & dislocations except femur, pelvis & back",,4483.698505
"Fractures & dislocations except femur, pelvis & back",,6267.785728
"Fractures & dislocations except femur, pelvis & back",,9791.918895
"Fractures & dislocations except femur, pelvis & back",,22781.60286
Musculoskeletal malignancy & pathol fracture d/t muscskel malig,,7683.754348
Musculoskeletal malignancy & pathol fracture d/t muscskel malig,,9078.94878
Musculoskeletal malignancy & pathol fracture d/t muscskel malig,,18626.76536
Musculoskeletal malignancy & pathol fracture d/t muscskel malig,,32796.42317
"Osteomyelitis, septic arthritis & other musculoskeletal infections",,7471.026668
"Osteomyelitis, septic arthritis & other musculoskeletal infections",,10343.68132
"Osteomyelitis, septic arthritis & other musculoskeletal infections",,15608.6914
"Osteomyelitis, septic arthritis & other musculoskeletal infections",,29314.66934
Connective tissue disorders,,6867.744263
Connective tissue disorders,,8784.786285
Connective tissue disorders,,14607.37556
Connective tissue disorders,,41294.72779
"Other back & neck disorders, fractures & injuries",,5352.059543
"Other back & neck disorders, fractures & injuries",,6977.431973
"Other back & neck disorders, fractures & injuries",,10126.7988
"Other back & neck disorders, fractures & injuries",,27008.73453
"Malfunction, reaction, complic of orthopedic device or procedure",,5308.849233
"Malfunction, reaction, complic of orthopedic device or procedure",,8095.08326
"Malfunction, reaction, complic of orthopedic device or procedure",,13735.69065
"Malfunction, reaction, complic of orthopedic device or procedure",,30466.3903
Other musculoskeletal system & connective tissue diagnoses,,4868.436458
Other musculoskeletal system & connective tissue diagnoses,,6097.43739
Other musculoskeletal system & connective tissue diagnoses,,10384.39872
Other musculoskeletal system & connective tissue diagnoses,,26387.17084
Skin graft for skin & subcutaneous tissue diagnoses,,11810.33895
Skin graft for skin & subcutaneous tissue diagnoses,,16393.95568
Skin graft for skin & subcutaneous tissue diagnoses,,28541.86957
Skin graft for skin & subcutaneous tissue diagnoses,,80566.25184
Mastectomy procedures,,12121.1208
Mastectomy procedures,,15790.67328
Mastectomy procedures,,23875.98705
Mastectomy procedures,,24918.0203
Breast procedures except mastectomy,,8311.965778
Breast procedures except mastectomy,,13406.62752
Breast procedures except mastectomy,,19862.41403
Breast procedures except mastectomy,,20402.5429
"Other skin, subcutaneous tissue & related procedures",,7183.511913
"Other skin, subcutaneous tissue & related procedures",,10011.29432
"Other skin, subcutaneous tissue & related procedures",,17600.52049
"Other skin, subcutaneous tissue & related procedures",,44907.77448
Skin ulcers,,6493.808888
Skin ulcers,,7721.978853
Skin ulcers,,11573.51322
Skin ulcers,,21499.42
Major skin disorders,,5729.318788
Major skin disorders,,8106.716805
Major skin disorders,,16802.79169
Major skin disorders,,49839.56659
Malignant breast disorders,,5961.989688
Malignant breast disorders,,7714.500145
Malignant breast disorders,,13304.41852
Malignant breast disorders,,24834.92355
Cellulitis & other skin infections,,4986.433843
Cellulitis & other skin infections,,6474.696635
Cellulitis & other skin infections,,10610.42188
Cellulitis & other skin infections,,24003.12508
"Contusion, open wound & other trauma to skin & subcutaneous tissue",,4219.45084
"Contusion, open wound & other trauma to skin & subcutaneous tissue",,5602.18076
"Contusion, open wound & other trauma to skin & subcutaneous tissue",,9208.57971
"Contusion, open wound & other trauma to skin & subcutaneous tissue",,16076.5261
"Other skin, subcutaneous tissue & breast disorders",,4772.044228
"Other skin, subcutaneous tissue & breast disorders",,6238.701865
"Other skin, subcutaneous tissue & breast disorders",,9788.595025
"Other skin, subcutaneous tissue & breast disorders",,24843.23322
Pituitary & adrenal procedures,,11069.11594
Pituitary & adrenal procedures,,14855.83484
Pituitary & adrenal procedures,,26540.06886
Pituitary & adrenal procedures,,58854.733
Procedures for obesity,,10262.2465
Procedures for obesity,,11438.89648
Procedures for obesity,,18244.52031
Procedures for obesity,,55439.45657
"Thyroid, parathyroid & thyroglossal procedures",,6343.40377
"Thyroid, parathyroid & thyroglossal procedures",,8003.676835
"Thyroid, parathyroid & thyroglossal procedures",,19315.63741
"Thyroid, parathyroid & thyroglossal procedures",,22948.62732
"Other procedures for endocrine, nutritional & metabolic disorders",,10476.63612
"Other procedures for endocrine, nutritional & metabolic disorders",,14862.48258
"Other procedures for endocrine, nutritional & metabolic disorders",,25262.04084
"Other procedures for endocrine, nutritional & metabolic disorders",,70491.60187
Diabetes,,4575.10493
Diabetes,,6033.452893
Diabetes,,8910.262378
Diabetes,,21895.7915
"Malnutrition, failure to thrive & other nutritional disorders",,5982.763875
"Malnutrition, failure to thrive & other nutritional disorders",,8378.443178
"Malnutrition, failure to thrive & other nutritional disorders",,12319.72203
"Malnutrition, failure to thrive & other nutritional disorders",,27390.97958
Hypovolemia & related electrolyte disorders,,3931.105118
Hypovolemia & related electrolyte disorders,,5160.10605
Hypovolemia & related electrolyte disorders,,8284.54385
Hypovolemia & related electrolyte disorders,,19654.67215
Inborn errors of metabolism,,5894.68132
Inborn errors of metabolism,,9192.791328
Inborn errors of metabolism,,14083.03507
Inborn errors of metabolism,,45979.72255
Other endocrine disorders,,4934.913858
Other endocrine disorders,,7099.584195
Other endocrine disorders,,10638.67478
Other endocrine disorders,,23915.87349
Electrolyte disorders except hypovolemia related,,4369.02499
Electrolyte disorders except hypovolemia related,,5781.66974
Electrolyte disorders except hypovolemia related,,9085.59652
Electrolyte disorders except hypovolemia related,,21488.61743
Kidney transplant,,31584.87255
Kidney transplant,,39390.98125
Kidney transplant,,47925.01747
Kidney transplant,,87077.71317
Major bladder procedures,,11428.92487
Major bladder procedures,,19289.04645
Major bladder procedures,,26945.581
Major bladder procedures,,56990.04193
Kidney & urinary tract procedures for malignancy,,11541.93645
Kidney & urinary tract procedures for malignancy,,13563.68038
Kidney & urinary tract procedures for malignancy,,24186.7689
Kidney & urinary tract procedures for malignancy,,53770.87383
Kidney & urinary tract procedures for nonmalignancy,,9701.343438
Kidney & urinary tract procedures for nonmalignancy,,10693.51863
Kidney & urinary tract procedures for nonmalignancy,,19667.13667
Kidney & urinary tract procedures for nonmalignancy,,42900.98797
Renal dialysis access device procedure only,,8952.64172
Renal dialysis access device procedure only,,15305.38826
Renal dialysis access device procedure only,,27651.07241
Renal dialysis access device procedure only,,52192.03558
Other bladder procedures,,7614.784045
Other bladder procedures,,11335.02554
Other bladder procedures,,16351.57634
Other bladder procedures,,21144.59688
Urethral & transurethral procedures,,6477.189538
Urethral & transurethral procedures,,7355.522185
Urethral & transurethral procedures,,13318.54497
Urethral & transurethral procedures,,28118.90711
"Other kidney, urinary tract & related procedures",,10733.40507
"Other kidney, urinary tract & related procedures",,11611.73772
"Other kidney, urinary tract & related procedures",,25146.53636
"Other kidney, urinary tract & related procedures",,64197.02306
Kidney & urinary tract malignancy,,4566.795255
Kidney & urinary tract malignancy,,7480.16731
Kidney & urinary tract malignancy,,13277.82756
Kidney & urinary tract malignancy,,20134.97137
Nephritis & nephrosis,,5693.587185
Nephritis & nephrosis,,6746.423008
Nephritis & nephrosis,,11299.29394
Nephritis & nephrosis,,34178.32212
Kidney & urinary tract infections,,4918.294508
Kidney & urinary tract infections,,6025.974185
Kidney & urinary tract infections,,8991.697193
Kidney & urinary tract infections,,18912.61818
Urinary stones & acquired upper urinary tract obstruction,,4513.613335
Urinary stones & acquired upper urinary tract obstruction,,5129.360253
Urinary stones & acquired upper urinary tract obstruction,,8023.620055
Urinary stones & acquired upper urinary tract obstruction,,18812.90208
"Malfunction, reaction, complic of genitourinary device or proc",,4963.166753
"Malfunction, reaction, complic of genitourinary device or proc",,6588.539183
"Malfunction, reaction, complic of genitourinary device or proc",,10457.52386
"Malfunction, reaction, complic of genitourinary device or proc",,20131.6475
"Other kidney & urinary tract diagnoses, signs & symptoms",,4973.96933
"Other kidney & urinary tract diagnoses, signs & symptoms",,6829.519758
"Other kidney & urinary tract diagnoses, signs & symptoms",,10672.74445
"Other kidney & urinary tract diagnoses, signs & symptoms",,24128.60117
Acute Kidney Injury #,,5164.260888
Acute Kidney Injury #,,6975.770038
Acute Kidney Injury #,,12075.41759
Acute Kidney Injury #,,28221.94708
Chronic Kidney Disease #,,4767.058423
Chronic Kidney Disease #,,6467.217928
Chronic Kidney Disease #,,10695.18057
Chronic Kidney Disease #,,22861.37574
Major male pelvic procedures,,9918.225955
Major male pelvic procedures,,11212.04235
Major male pelvic procedures,,18715.67888
Major male pelvic procedures,,22373.59781
Penis procedures,,6955.826818
Penis procedures,,10922.86566
Penis procedures,,17031.30776
Penis procedures,,17960.32942
Transurethral prostatectomy,,5816.570375
Transurethral prostatectomy,,7834.159465
Transurethral prostatectomy,,20349.36098
Transurethral prostatectomy,,23272.70465
Testes & scrotal procedures,,6038.438698
Testes & scrotal procedures,,11433.91068
Testes & scrotal procedures,,27226.44801
Testes & scrotal procedures,,36338.00665
Other male reproductive system & related procedures,,8088.43552
Other male reproductive system & related procedures,,10566.38061
Other male reproductive system & related procedures,,17175.8961
Other male reproductive system & related procedures,,18637.56793
"Malignancy, male reproductive system",,4295.068883
"Malignancy, male reproductive system",,8622.747623
"Malignancy, male reproductive system",,13916.0106
"Malignancy, male reproductive system",,16093.97642
Male reproductive system diagnoses except malignancy,,4806.113895
Male reproductive system diagnoses except malignancy,,6488.823083
Male reproductive system diagnoses except malignancy,,10118.48912
Male reproductive system diagnoses except malignancy,,18510.42991
"Pelvic evisceration, radical hysterectomy & other radical GYN procs",,10132.61557
"Pelvic evisceration, radical hysterectomy & other radical GYN procs",,12703.62902
"Pelvic evisceration, radical hysterectomy & other radical GYN procs",,22654.46483
"Pelvic evisceration, radical hysterectomy & other radical GYN procs",,54048.41698
Uterine & adnexa procedures for ovarian & adnexal malignancy,,11433.07971
Uterine & adnexa procedures for ovarian & adnexal malignancy,,13584.45457
Uterine & adnexa procedures for ovarian & adnexal malignancy,,22012.12695
Uterine & adnexa procedures for ovarian & adnexal malignancy,,52528.57742
Uterine & adnexa procedures for non-ovarian & non-adnexal malig,,9889.142093
Uterine & adnexa procedures for non-ovarian & non-adnexal malig,,12062.12211
Uterine & adnexa procedures for non-ovarian & non-adnexal malig,,19939.69401
Uterine & adnexa procedures for non-ovarian & non-adnexal malig,,63140.0324
Uterine & adnexa procedures for non-malignancy except leiomyoma,,8041.070373
Uterine & adnexa procedures for non-malignancy except leiomyoma,,9416.321585
Uterine & adnexa procedures for non-malignancy except leiomyoma,,16163.77769
Uterine & adnexa procedures for non-malignancy except leiomyoma,,40688.95248
Female reproductive system reconstructive procedures,,9050.695885
Female reproductive system reconstructive procedures,,9050.695885
Female reproductive system reconstructive procedures,,9050.695885
Female reproductive system reconstructive procedures,,26757.78234
Dilation & curettage for non-obstetric diagnoses,,6337.586998
Dilation & curettage for non-obstetric diagnoses,,8554.608288
Dilation & curettage for non-obstetric diagnoses,,17706.88433
Dilation & curettage for non-obstetric diagnoses,,18654.18728
Other female reproductive system & related procedures,,7070.500333
Other female reproductive system & related procedures,,9784.440188
Other female reproductive system & related procedures,,18395.75639
Other female reproductive system & related procedures,,50463.62318
Uterine & adnexa procedures for leiomyoma,,7925.56589
Uterine & adnexa procedures for leiomyoma,,9722.948593
Uterine & adnexa procedures for leiomyoma,,17236.55673
Uterine & adnexa procedures for leiomyoma,,51052.77914
Female reproductive system malignancy,,5859.780685
Female reproductive system malignancy,,7289.875753
Female reproductive system malignancy,,12854.03413
Female reproductive system malignancy,,21622.40319
Female reproductive system infections,,5276.4415
Female reproductive system infections,,6857.772653
Female reproductive system infections,,10420.13033
Female reproductive system infections,,11607.58288
Menstrual & other female reproductive system disorders,,4143.832798
Menstrual & other female reproductive system disorders,,5431.832423
Menstrual & other female reproductive system disorders,,8855.418523
Menstrual & other female reproductive system disorders,,9338.21064
Cesarean delivery,,7446.097643
Cesarean delivery,,8423.315423
Cesarean delivery,,10564.71867
Cesarean delivery,,23271.87368
Vaginal delivery w sterilization &/or D&C,,6631.749493
Vaginal delivery w sterilization &/or D&C,,7105.400968
Vaginal delivery w sterilization &/or D&C,,9063.991365
Vaginal delivery w sterilization &/or D&C,,9854.241458
Vaginal delivery w complicating procedures exc sterilization &/or D&C,,5734.304593
Vaginal delivery w complicating procedures exc sterilization &/or D&C,,6424.838585
Vaginal delivery w complicating procedures exc sterilization &/or D&C,,10940.31598
Vaginal delivery w complicating procedures exc sterilization &/or D&C,,13593.59521
"D&C, aspiration curettage or hysterotomy for obstetric diagnoses",,4777.030033
"D&C, aspiration curettage or hysterotomy for obstetric diagnoses",,5932.074858
"D&C, aspiration curettage or hysterotomy for obstetric diagnoses",,9924.873695
"D&C, aspiration curettage or hysterotomy for obstetric diagnoses",,24642.97006
Ectopic pregnancy procedure,,6565.272093
Ectopic pregnancy procedure,,7312.311875
Ectopic pregnancy procedure,,9940.662078
Ectopic pregnancy procedure,,10553.91609
Other O.R. proc for obstetric diagnoses except delivery diagnoses,,5570.603995
Other O.R. proc for obstetric diagnoses except delivery diagnoses,,7266.608663
Other O.R. proc for obstetric diagnoses except delivery diagnoses,,14698.78198
Other O.R. proc for obstetric diagnoses except delivery diagnoses,,36584.804
Vaginal delivery,,5189.189913
Vaginal delivery,,5652.03881
Vaginal delivery,,6825.36492
Vaginal delivery,,14887.41161
Postpartum & post abortion diagnoses w/o procedure,,3938.583825
Postpartum & post abortion diagnoses w/o procedure,,4516.937205
Postpartum & post abortion diagnoses w/o procedure,,6387.445048
Postpartum & post abortion diagnoses w/o procedure,,12903.06122
Preterm labor,,3680.9839
Preterm labor,,4269.30889
Preterm labor,,5730.149755
Preterm labor,,5730.149755
"Abortion w/o D&C, aspiration curettage or hysterotomy",,3821.417408
"Abortion w/o D&C, aspiration curettage or hysterotomy",,4298.392753
"Abortion w/o D&C, aspiration curettage or hysterotomy",,5803.274895
"Abortion w/o D&C, aspiration curettage or hysterotomy",,6816.224278
False labor,,2680.49903
False labor,,3135.86922
False labor,,3177.417595
False labor,,3177.417595
Other antepartum diagnoses,,3620.323273
Other antepartum diagnoses,,4494.501083
Other antepartum diagnoses,,6241.194768
Other antepartum diagnoses,,12105.33242
"Neonate, transferred <5 days old, not born here",,3322.836908
"Neonate, transferred <5 days old, not born here",,3996.75155
"Neonate, transferred <5 days old, not born here",,5291.398915
"Neonate, transferred <5 days old, not born here",,10039.54721
"Neonate, transferred < 5 days old, born here",,1923.487638
"Neonate, transferred < 5 days old, born here",,2333.154615
"Neonate, transferred < 5 days old, born here",,3066.06795
"Neonate, transferred < 5 days old, born here",,4899.182255
Neonate w ECMO,,119779.6082
Neonate w ECMO,,119779.6082
Neonate w ECMO,,122047.3185
Neonate w ECMO,,214229.0361
Neonate bwt <1500g w major procedure,,161203.338
Neonate bwt <1500g w major procedure,,161203.338
Neonate bwt <1500g w major procedure,,210477.2179
Neonate bwt <1500g w major procedure,,210477.2179
Neonate bwt <500g or GA <24 weeks,,101659.5309
Neonate bwt <500g or GA <24 weeks,,101659.5309
Neonate bwt <500g or GA <24 weeks,,37350.95603
Neonate bwt <500g or GA <24 weeks,,1732.365113
Neonate birthwt 500-749g w/o major procedure,,74657.24195
Neonate birthwt 500-749g w/o major procedure,,92377.62388
Neonate birthwt 500-749g w/o major procedure,,98966.36519
Neonate birthwt 500-749g w/o major procedure,,161785.0153
Neonate birthwt 750-999g w/o major procedure,,90556.97409
Neonate birthwt 750-999g w/o major procedure,,93376.44682
Neonate birthwt 750-999g w/o major procedure,,113950.3712
Neonate birthwt 750-999g w/o major procedure,,145675.8793
Neonate bwt 1000-1249g w resp dist synd/oth maj resp or maj anom,,54741.44387
Neonate bwt 1000-1249g w resp dist synd/oth maj resp or maj anom,,79598.1747
Neonate bwt 1000-1249g w resp dist synd/oth maj resp or maj anom,,93542.64032
Neonate bwt 1000-1249g w resp dist synd/oth maj resp or maj anom,,126444.7985
Neonate birthwt 1000-1249g w or w/o other significant condition,,43785.13739
Neonate birthwt 1000-1249g w or w/o other significant condition,,58113.50999
Neonate birthwt 1000-1249g w or w/o other significant condition,,75397.63399
Neonate birthwt 1000-1249g w or w/o other significant condition,,116541.3278
Neonate bwt 1250-1499g w resp dist synd/oth maj resp or maj anom,,50989.62561
Neonate bwt 1250-1499g w resp dist synd/oth maj resp or maj anom,,62932.29052
Neonate bwt 1250-1499g w resp dist synd/oth maj resp or maj anom,,76815.26454
Neonate bwt 1250-1499g w resp dist synd/oth maj resp or maj anom,,103377.1407
Neonate bwt 1250-1499g w or w/o other significant condition,,36058.80157
Neonate bwt 1250-1499g w or w/o other significant condition,,48038.02905
Neonate bwt 1250-1499g w or w/o other significant condition,,57491.11533
Neonate bwt 1250-1499g w or w/o other significant condition,,60472.62672
Neonate bwt 1500-2499g w major procedure,,30435.6445
Neonate bwt 1500-2499g w major procedure,,30663.32959
Neonate bwt 1500-2499g w major procedure,,61309.41099
Neonate bwt 1500-2499g w major procedure,,133446.5306
Neonate birthwt 1500-1999g w major anomaly,,21604.95288
Neonate birthwt 1500-1999g w major anomaly,,34317.92466
Neonate birthwt 1500-1999g w major anomaly,,52855.97862
Neonate birthwt 1500-1999g w major anomaly,,69042.39455
Neonate bwt 1500-1999g w resp dist synd/oth maj resp cond,,30024.31559
Neonate bwt 1500-1999g w resp dist synd/oth maj resp cond,,38599.06922
Neonate bwt 1500-1999g w resp dist synd/oth maj resp cond,,53497.48553
Neonate bwt 1500-1999g w resp dist synd/oth maj resp cond,,71202.07908
Neonate birthwt 1500-1999g w congenital/perinatal infection,,22927.02217
Neonate birthwt 1500-1999g w congenital/perinatal infection,,34257.26403
Neonate birthwt 1500-1999g w congenital/perinatal infection,,42733.9635
Neonate birthwt 1500-1999g w congenital/perinatal infection,,43817.54512
Neonate bwt 1500-1999g w or w/o other significant condition,,17363.69476
Neonate bwt 1500-1999g w or w/o other significant condition,,28197.01805
Neonate bwt 1500-1999g w or w/o other significant condition,,42637.57127
Neonate bwt 1500-1999g w or w/o other significant condition,,42637.57127
Neonate bwt 2000-2499g w major anomaly,,8331.908998
Neonate bwt 2000-2499g w major anomaly,,18189.67645
Neonate bwt 2000-2499g w major anomaly,,33847.59705
Neonate bwt 2000-2499g w major anomaly,,57229.36057
Neonate bwt 2000-2499g w resp dist synd/oth maj resp cond,,16887.55038
Neonate bwt 2000-2499g w resp dist synd/oth maj resp cond,,22646.98612
Neonate bwt 2000-2499g w resp dist synd/oth maj resp cond,,30752.24312
Neonate bwt 2000-2499g w resp dist synd/oth maj resp cond,,43741.92708
Neonate bwt 2000-2499g w congenital/perinatal infection,,12878.96316
Neonate bwt 2000-2499g w congenital/perinatal infection,,18723.15759
Neonate bwt 2000-2499g w congenital/perinatal infection,,26757.78234
Neonate bwt 2000-2499g w congenital/perinatal infection,,26757.78234
Neonate bwt 2000-2499g w other significant condition,,14083.03507
Neonate bwt 2000-2499g w other significant condition,,22288.83913
Neonate bwt 2000-2499g w other significant condition,,28163.77935
Neonate bwt 2000-2499g w other significant condition,,28163.77935
"Neonate bwt 2000-2499g, normal newborn or neonate w other problem",,2520.122303
"Neonate bwt 2000-2499g, normal newborn or neonate w other problem",,4251.027605
"Neonate bwt 2000-2499g, normal newborn or neonate w other problem",,11906.73118
"Neonate bwt 2000-2499g, normal newborn or neonate w other problem",,11919.1957
Neonate birthwt >2499g w major cardiovascular procedure,,29447.62414
Neonate birthwt >2499g w major cardiovascular procedure,,30593.52832
Neonate birthwt >2499g w major cardiovascular procedure,,50028.19621
Neonate birthwt >2499g w major cardiovascular procedure,,102412.3874
Neonate birthwt >2499g w other major procedure,,14318.19887
Neonate birthwt >2499g w other major procedure,,25169.80345
Neonate birthwt >2499g w other major procedure,,41307.1923
Neonate birthwt >2499g w other major procedure,,88152.15415
Neonate birthwt >2499g w major anomaly,,3130.883415
Neonate birthwt >2499g w major anomaly,,8355.176088
Neonate birthwt >2499g w major anomaly,,20702.52217
Neonate birthwt >2499g w major anomaly,,45278.38598
"Neonate, birthwt >2499g w resp dist synd/oth maj resp cond",,7471.026668
"Neonate, birthwt >2499g w resp dist synd/oth maj resp cond",,11866.84474
"Neonate, birthwt >2499g w resp dist synd/oth maj resp cond",,19504.26704
"Neonate, birthwt >2499g w resp dist synd/oth maj resp cond",,34306.29111
Neonate birthwt >2499g w congenital/perinatal infection,,8994.190095
Neonate birthwt >2499g w congenital/perinatal infection,,11924.1815
Neonate birthwt >2499g w congenital/perinatal infection,,17883.04944
Neonate birthwt >2499g w congenital/perinatal infection,,23073.27245
Neonate birthwt >2499g w other significant condition,,5074.516398
Neonate birthwt >2499g w other significant condition,,11563.54161
Neonate birthwt >2499g w other significant condition,,16275.9583
Neonate birthwt >2499g w other significant condition,,32651.00385
"Neonate birthwt >2499g, normal newborn or neonate w other problem",,2242.579158
"Neonate birthwt >2499g, normal newborn or neonate w other problem",,2808.468025
"Neonate birthwt >2499g, normal newborn or neonate w other problem",,5277.272468
"Neonate birthwt >2499g, normal newborn or neonate w other problem",,5282.258273
Splenectomy,,11585.97773
Splenectomy,,17278.93607
Splenectomy,,20660.14283
Splenectomy,,48179.29353
Other procedures of blood & blood-forming organs,,9442.081578
Other procedures of blood & blood-forming organs,,12264.04721
Other procedures of blood & blood-forming organs,,22453.37069
Other procedures of blood & blood-forming organs,,32132.48013
Major hematologic/immunologic diag exc sickle cell crisis & coagul,,6583.553378
Major hematologic/immunologic diag exc sickle cell crisis & coagul,,8267.093533
Major hematologic/immunologic diag exc sickle cell crisis & coagul,,13434.04945
Major hematologic/immunologic diag exc sickle cell crisis & coagul,,42154.77915
Coagulation & platelet disorders,,9178.66488
Coagulation & platelet disorders,,10642.82962
Coagulation & platelet disorders,,17041.27937
Coagulation & platelet disorders,,38732.02402
Sickle cell anemia crisis,,6346.72764
Sickle cell anemia crisis,,8809.71531
Sickle cell anemia crisis,,13591.93327
Sickle cell anemia crisis,,28313.3535
Other anemia & disorders of blood & blood-forming organs,,5054.573178
Other anemia & disorders of blood & blood-forming organs,,6644.214005
Other anemia & disorders of blood & blood-forming organs,,10016.28012
Other anemia & disorders of blood & blood-forming organs,,20361.8255
Major O.R. procedures for lymphatic/hematopoietic/other neoplasms,,12289.8072
Major O.R. procedures for lymphatic/hematopoietic/other neoplasms,,18918.43495
Major O.R. procedures for lymphatic/hematopoietic/other neoplasms,,32936.85667
Major O.R. procedures for lymphatic/hematopoietic/other neoplasms,,75130.06245
Other O.R. procedures for lymphatic/hematopoietic/other neoplasms,,8668.450835
Other O.R. procedures for lymphatic/hematopoietic/other neoplasms,,13964.20671
Other O.R. procedures for lymphatic/hematopoietic/other neoplasms,,32526.35873
Other O.R. procedures for lymphatic/hematopoietic/other neoplasms,,75336.97336
Acute leukemia,,11896.75957
Acute leukemia,,23380.73042
Acute leukemia,,51169.94556
Acute leukemia,,73524.63324
"Lymphoma, myeloma & non-acute leukemia",,9287.521623
"Lymphoma, myeloma & non-acute leukemia",,13120.7747
"Lymphoma, myeloma & non-acute leukemia",,21668.93737
"Lymphoma, myeloma & non-acute leukemia",,53412.72684
Radiotherapy,,5740.952333
Radiotherapy,,11599.27321
Radiotherapy,,23921.69027
Radiotherapy,,26746.1488
Lymphatic & other malignancies & neoplasms of uncertain behavior,,5963.651623
Lymphatic & other malignancies & neoplasms of uncertain behavior,,8945.163013
Lymphatic & other malignancies & neoplasms of uncertain behavior,,14258.36921
Lymphatic & other malignancies & neoplasms of uncertain behavior,,28887.55205
Chemotherapy for acute leukemia #,,8308.641908
Chemotherapy for acute leukemia #,,8319.444485
Chemotherapy for acute leukemia #,,21048.20465
Chemotherapy for acute leukemia #,,62171.12429
Other Chemotherapy #,,6995.713258
Other Chemotherapy #,,9135.45457
Other Chemotherapy #,,13378.37463
Other Chemotherapy #,,37305.25282
Infectious & parasitic diseases including HIV w O.R. procedure,,9796.073733
Infectious & parasitic diseases including HIV w O.R. procedure,,14633.96652
Infectious & parasitic diseases including HIV w O.R. procedure,,25515.48593
Infectious & parasitic diseases including HIV w O.R. procedure,,53309.68687
"Post-op, post-trauma, other device infections w O.R. procedure",,10414.31355
"Post-op, post-trauma, other device infections w O.R. procedure",,13955.89704
"Post-op, post-trauma, other device infections w O.R. procedure",,24678.70166
"Post-op, post-trauma, other device infections w O.R. procedure",,50945.58433
Septicemia & disseminated infections,,5811.58457
Septicemia & disseminated infections,,7716.993048
Septicemia & disseminated infections,,13154.0134
Septicemia & disseminated infections,,27382.6699
"Post-operative, post-traumatic, other device infections",,6138.985765
"Post-operative, post-traumatic, other device infections",,7823.356888
"Post-operative, post-traumatic, other device infections",,12685.34773
"Post-operative, post-traumatic, other device infections",,24313.90693
Fever,,5055.404145
Fever,,5649.545908
Fever,,7844.131075
Fever,,15680.1546
Viral illness,,4610.005565
Viral illness,,5404.410495
Viral illness,,7889.00332
Viral illness,,23123.1305
Other infectious & parasitic diseases,,6158.098018
Other infectious & parasitic diseases,,7164.39966
Other infectious & parasitic diseases,,12114.47306
Other infectious & parasitic diseases,,30875.22631
Mental illness diagnosis w O.R. procedure,,Carved to UBH
Mental illness diagnosis w O.R. procedure,,Carved to UBH
Mental illness diagnosis w O.R. procedure,,Carved to UBH
Mental illness diagnosis w O.R. procedure,,Carved to UBH
Schizophrenia,,Carved to UBH
Schizophrenia,,Carved to UBH
Schizophrenia,,Carved to UBH
Schizophrenia,,Carved to UBH
Major depressive disorders & other/unspecified psychoses,,Carved to UBH
Major depressive disorders & other/unspecified psychoses,,Carved to UBH
Major depressive disorders & other/unspecified psychoses,,Carved to UBH
Major depressive disorders & other/unspecified psychoses,,Carved to UBH
Disorders of personality & impulse control,,Carved to UBH
Disorders of personality & impulse control,,Carved to UBH
Disorders of personality & impulse control,,Carved to UBH
Disorders of personality & impulse control,,Carved to UBH
Bipolar disorders,,Carved to UBH
Bipolar disorders,,Carved to UBH
Bipolar disorders,,Carved to UBH
Bipolar disorders,,Carved to UBH
Depression except major depressive disorder,,Carved to UBH
Depression except major depressive disorder,,Carved to UBH
Depression except major depressive disorder,,Carved to UBH
Depression except major depressive disorder,,Carved to UBH
Adjustment disorders & neuroses except depressive diagnoses,,Carved to UBH
Adjustment disorders & neuroses except depressive diagnoses,,Carved to UBH
Adjustment disorders & neuroses except depressive diagnoses,,Carved to UBH
Adjustment disorders & neuroses except depressive diagnoses,,Carved to UBH
Acute anxiety & delirium states,,Carved to UBH
Acute anxiety & delirium states,,Carved to UBH
Acute anxiety & delirium states,,Carved to UBH
Acute anxiety & delirium states,,Carved to UBH
Organic mental health disturbances,,Carved to UBH
Organic mental health disturbances,,Carved to UBH
Organic mental health disturbances,,Carved to UBH
Organic mental health disturbances,,Carved to UBH
Behavioral disorders,,Carved to UBH
Behavioral disorders,,Carved to UBH
Behavioral disorders,,Carved to UBH
Behavioral disorders,,Carved to UBH
Eating disorders,,Carved to UBH
Eating disorders,,Carved to UBH
Eating disorders,,Carved to UBH
Eating disorders,,Carved to UBH
Other mental health disorders,,Carved to UBH
Other mental health disorders,,Carved to UBH
Other mental health disorders,,Carved to UBH
Other mental health disorders,,Carved to UBH
"Drug & alcohol abuse or dependence, left against medical advice",,3273.809825
"Drug & alcohol abuse or dependence, left against medical advice",,3938.583825
"Drug & alcohol abuse or dependence, left against medical advice",,7327.26929
"Drug & alcohol abuse or dependence, left against medical advice",,8215.573548
Alcohol & drug dependence w rehab or rehab/detox therapy,,9016.626218
