DRG Description	 IP CHARGE 	 UNITEDHEALTHCARE ESSENTIAL PLANS 1 - 4 
Other musculoskeletal system & connective tissue diagnoses		26387.17
Skin graft for skin & subcutaneous tissue diagnoses		11810.34
Skin graft for skin & subcutaneous tissue diagnoses		16393.96
Skin graft for skin & subcutaneous tissue diagnoses		28541.87
Skin graft for skin & subcutaneous tissue diagnoses		80566.25
Mastectomy procedures		12121.12
Mastectomy procedures		15790.67
Mastectomy procedures		23875.99
Mastectomy procedures		24918.02
Breast procedures except mastectomy		8311.97
Breast procedures except mastectomy		13406.63
Breast procedures except mastectomy		19862.41
Breast procedures except mastectomy		20402.54
"Other skin, subcutaneous tissue & related procedures"		7183.51
"Other skin, subcutaneous tissue & related procedures"		10011.29
"Other skin, subcutaneous tissue & related procedures"		17600.52
"Other skin, subcutaneous tissue & related procedures"		44907.77
Skin ulcers		6493.81
Skin ulcers		7721.98
Skin ulcers		11573.51
Skin ulcers		21499.42
Major skin disorders		5729.32
Major skin disorders		8106.72
Major skin disorders		16802.79
Major skin disorders		49839.57
Malignant breast disorders		5961.99
Malignant breast disorders		7714.5
Malignant breast disorders		13304.42
Malignant breast disorders		24834.92
Cellulitis & other skin infections		4986.43
Cellulitis & other skin infections		6474.7
Cellulitis & other skin infections		10610.42
Cellulitis & other skin infections		24003.13
"Contusion, open wound & other trauma to skin & subcutaneous tissue"		4219.45
"Contusion, open wound & other trauma to skin & subcutaneous tissue"		5602.18
"Contusion, open wound & other trauma to skin & subcutaneous tissue"		9208.58
"Contusion, open wound & other trauma to skin & subcutaneous tissue"		16076.53
"Other skin, subcutaneous tissue & breast disorders"		4772.04
"Other skin, subcutaneous tissue & breast disorders"		6238.7
"Other skin, subcutaneous tissue & breast disorders"		9788.6
"Other skin, subcutaneous tissue & breast disorders"		24843.23
Pituitary & adrenal procedures		11069.12
Pituitary & adrenal procedures		14855.83
Pituitary & adrenal procedures		26540.07
Pituitary & adrenal procedures		58854.73
Procedures for obesity		10262.25
Procedures for obesity		11438.9
Procedures for obesity		18244.52
Procedures for obesity		55439.46
"Thyroid, parathyroid & thyroglossal procedures"		6343.4
"Thyroid, parathyroid & thyroglossal procedures"		8003.68
"Thyroid, parathyroid & thyroglossal procedures"		19315.64
"Thyroid, parathyroid & thyroglossal procedures"		22948.63
"Other procedures for endocrine, nutritional & metabolic disorders"		10476.64
"Other procedures for endocrine, nutritional & metabolic disorders"		14862.48
"Other procedures for endocrine, nutritional & metabolic disorders"		25262.04
"Other procedures for endocrine, nutritional & metabolic disorders"		70491.6
Diabetes		4575.1
Diabetes		6033.45
Diabetes		8910.26
Diabetes		21895.79
"Malnutrition, failure to thrive & other nutritional disorders"		5982.76
"Malnutrition, failure to thrive & other nutritional disorders"		8378.44
"Malnutrition, failure to thrive & other nutritional disorders"		12319.72
"Malnutrition, failure to thrive & other nutritional disorders"		27390.98
Hypovolemia & related electrolyte disorders		3931.11
Hypovolemia & related electrolyte disorders		5160.11
Hypovolemia & related electrolyte disorders		8284.54
Hypovolemia & related electrolyte disorders		19654.67
Inborn errors of metabolism		5894.68
Inborn errors of metabolism		9192.79
Inborn errors of metabolism		14083.04
Inborn errors of metabolism		45979.72
Other endocrine disorders		4934.91
Other endocrine disorders		7099.58
Other endocrine disorders		10638.67
Other endocrine disorders		23915.87
Electrolyte disorders except hypovolemia related		4369.02
Electrolyte disorders except hypovolemia related		5781.67
Electrolyte disorders except hypovolemia related		9085.6
Electrolyte disorders except hypovolemia related		21488.62
Kidney transplant		31584.87
Kidney transplant		39390.98
Kidney transplant		47925.02
Kidney transplant		87077.71
Major bladder procedures		11428.92
Major bladder procedures		19289.05
Major bladder procedures		26945.58
Major bladder procedures		56990.04
Kidney & urinary tract procedures for malignancy		11541.94
Kidney & urinary tract procedures for malignancy		13563.68
Kidney & urinary tract procedures for malignancy		24186.77
Kidney & urinary tract procedures for malignancy		53770.87
Kidney & urinary tract procedures for nonmalignancy		9701.34
Kidney & urinary tract procedures for nonmalignancy		10693.52
Kidney & urinary tract procedures for nonmalignancy		19667.14
Kidney & urinary tract procedures for nonmalignancy		42900.99
Renal dialysis access device procedure only		8952.64
Renal dialysis access device procedure only		15305.39
Renal dialysis access device procedure only		27651.07
Renal dialysis access device procedure only		52192.04
Other bladder procedures		7614.78
Other bladder procedures		11335.03
Other bladder procedures		16351.58
Other bladder procedures		21144.6
Urethral & transurethral procedures		6477.19
Urethral & transurethral procedures		7355.52
Urethral & transurethral procedures		13318.54
Urethral & transurethral procedures		28118.91
"Other kidney, urinary tract & related procedures"		10733.41
"Other kidney, urinary tract & related procedures"		11611.74
"Other kidney, urinary tract & related procedures"		25146.54
"Other kidney, urinary tract & related procedures"		64197.02
Kidney & urinary tract malignancy		4566.8
Kidney & urinary tract malignancy		7480.17
Kidney & urinary tract malignancy		13277.83
Kidney & urinary tract malignancy		20134.97
Nephritis & nephrosis		5693.59
Nephritis & nephrosis		6746.42
Nephritis & nephrosis		11299.29
Nephritis & nephrosis		34178.32
Kidney & urinary tract infections		4918.29
Kidney & urinary tract infections		6025.97
Kidney & urinary tract infections		8991.7
Kidney & urinary tract infections		18912.62
Urinary stones & acquired upper urinary tract obstruction		4513.61
Urinary stones & acquired upper urinary tract obstruction		5129.36
Urinary stones & acquired upper urinary tract obstruction		8023.62
Urinary stones & acquired upper urinary tract obstruction		18812.9
"Malfunction, reaction, complic of genitourinary device or proc"		4963.17
"Malfunction, reaction, complic of genitourinary device or proc"		6588.54
"Malfunction, reaction, complic of genitourinary device or proc"		10457.52
"Malfunction, reaction, complic of genitourinary device or proc"		20131.65
"Other kidney & urinary tract diagnoses, signs & symptoms"		4973.97
"Other kidney & urinary tract diagnoses, signs & symptoms"		6829.52
"Other kidney & urinary tract diagnoses, signs & symptoms"		10672.74
"Other kidney & urinary tract diagnoses, signs & symptoms"		24128.6
Acute Kidney Injury #		5164.26
Acute Kidney Injury #		6975.77
Acute Kidney Injury #		12075.42
Acute Kidney Injury #		28221.95
Chronic Kidney Disease #		4767.06
Chronic Kidney Disease #		6467.22
Chronic Kidney Disease #		10695.18
Chronic Kidney Disease #		22861.38
Major male pelvic procedures		9918.23
Major male pelvic procedures		11212.04
Major male pelvic procedures		18715.68
Major male pelvic procedures		22373.6
Penis procedures		6955.83
Penis procedures		10922.87
Penis procedures		17031.31
Penis procedures		17960.33
Transurethral prostatectomy		5816.57
Transurethral prostatectomy		7834.16
Transurethral prostatectomy		20349.36
Transurethral prostatectomy		23272.7
Testes & scrotal procedures		6038.44
Testes & scrotal procedures		11433.91
Testes & scrotal procedures		27226.45
Testes & scrotal procedures		36338.01
Other male reproductive system & related procedures		8088.44
Other male reproductive system & related procedures		10566.38
Other male reproductive system & related procedures		17175.9
Other male reproductive system & related procedures		18637.57
"Malignancy, male reproductive system"		4295.07
"Malignancy, male reproductive system"		8622.75
"Malignancy, male reproductive system"		13916.01
"Malignancy, male reproductive system"		16093.98
Male reproductive system diagnoses except malignancy		4806.11
Male reproductive system diagnoses except malignancy		6488.82
Male reproductive system diagnoses except malignancy		10118.49
Male reproductive system diagnoses except malignancy		18510.43
"Pelvic evisceration, radical hysterectomy & other radical GYN procs"		10132.62
"Pelvic evisceration, radical hysterectomy & other radical GYN procs"		12703.63
"Pelvic evisceration, radical hysterectomy & other radical GYN procs"		22654.46
"Pelvic evisceration, radical hysterectomy & other radical GYN procs"		54048.42
Uterine & adnexa procedures for ovarian & adnexal malignancy		11433.08
Uterine & adnexa procedures for ovarian & adnexal malignancy		13584.45
Uterine & adnexa procedures for ovarian & adnexal malignancy		22012.13
Uterine & adnexa procedures for ovarian & adnexal malignancy		52528.58
Uterine & adnexa procedures for non-ovarian & non-adnexal malig		9889.14
Uterine & adnexa procedures for non-ovarian & non-adnexal malig		12062.12
Uterine & adnexa procedures for non-ovarian & non-adnexal malig		19939.69
Uterine & adnexa procedures for non-ovarian & non-adnexal malig		63140.03
Uterine & adnexa procedures for non-malignancy except leiomyoma		8041.07
Uterine & adnexa procedures for non-malignancy except leiomyoma		9416.32
Uterine & adnexa procedures for non-malignancy except leiomyoma		16163.78
Uterine & adnexa procedures for non-malignancy except leiomyoma		40688.95
Female reproductive system reconstructive procedures		9050.7
Female reproductive system reconstructive procedures		9050.7
Female reproductive system reconstructive procedures		9050.7
Female reproductive system reconstructive procedures		26757.78
Dilation & curettage for non-obstetric diagnoses		6337.59
Dilation & curettage for non-obstetric diagnoses		8554.61
Dilation & curettage for non-obstetric diagnoses		17706.88
Dilation & curettage for non-obstetric diagnoses		18654.19
Other female reproductive system & related procedures		7070.5
Other female reproductive system & related procedures		9784.44
Other female reproductive system & related procedures		18395.76
Other female reproductive system & related procedures		50463.62
Uterine & adnexa procedures for leiomyoma		7925.57
Uterine & adnexa procedures for leiomyoma		9722.95
Uterine & adnexa procedures for leiomyoma		17236.56
Uterine & adnexa procedures for leiomyoma		51052.78
Female reproductive system malignancy		5859.78
Female reproductive system malignancy		7289.88
Female reproductive system malignancy		12854.03
Female reproductive system malignancy		21622.4
Female reproductive system infections		5276.44
Female reproductive system infections		6857.77
Female reproductive system infections		10420.13
Female reproductive system infections		11607.58
Menstrual & other female reproductive system disorders		4143.83
Menstrual & other female reproductive system disorders		5431.83
Menstrual & other female reproductive system disorders		8855.42
Menstrual & other female reproductive system disorders		9338.21
Cesarean delivery		7446.1
Cesarean delivery		8423.32
Cesarean delivery		10564.72
Cesarean delivery		23271.87
Vaginal delivery w sterilization &/or D&C		6631.75
Vaginal delivery w sterilization &/or D&C		7105.4
Vaginal delivery w sterilization &/or D&C		9063.99
Vaginal delivery w sterilization &/or D&C		9854.24
Vaginal delivery w complicating procedures exc sterilization &/or D&C		5734.3
Vaginal delivery w complicating procedures exc sterilization &/or D&C		6424.84
Vaginal delivery w complicating procedures exc sterilization &/or D&C		10940.32
Vaginal delivery w complicating procedures exc sterilization &/or D&C		13593.6
"D&C, aspiration curettage or hysterotomy for obstetric diagnoses"		4777.03
"D&C, aspiration curettage or hysterotomy for obstetric diagnoses"		5932.07
"D&C, aspiration curettage or hysterotomy for obstetric diagnoses"		9924.87
"D&C, aspiration curettage or hysterotomy for obstetric diagnoses"		24642.97
Ectopic pregnancy procedure		6565.27
Ectopic pregnancy procedure		7312.31
Ectopic pregnancy procedure		9940.66
Ectopic pregnancy procedure		10553.92
Other O.R. proc for obstetric diagnoses except delivery diagnoses		5570.6
Other O.R. proc for obstetric diagnoses except delivery diagnoses		7266.61
Other O.R. proc for obstetric diagnoses except delivery diagnoses		14698.78
Other O.R. proc for obstetric diagnoses except delivery diagnoses		36584.8
Vaginal delivery		5189.19
Vaginal delivery		5652.04
Vaginal delivery		6825.36
Vaginal delivery		14887.41
Postpartum & post abortion diagnoses w/o procedure		3938.58
Postpartum & post abortion diagnoses w/o procedure		4516.94
Postpartum & post abortion diagnoses w/o procedure		6387.45
Postpartum & post abortion diagnoses w/o procedure		12903.06
Preterm labor		3680.98
Preterm labor		4269.31
Preterm labor		5730.15
Preterm labor		5730.15
"Abortion w/o D&C, aspiration curettage or hysterotomy"		3821.42
"Abortion w/o D&C, aspiration curettage or hysterotomy"		4298.39
"Abortion w/o D&C, aspiration curettage or hysterotomy"		5803.27
"Abortion w/o D&C, aspiration curettage or hysterotomy"		6816.22
False labor		2680.5
False labor		3135.87
False labor		3177.42
False labor		3177.42
Other antepartum diagnoses		3620.32
Other antepartum diagnoses		4494.5
Other antepartum diagnoses		6241.19
Other antepartum diagnoses		12105.33
"Neonate, transferred <5 days old, not born here"		3322.84
"Neonate, transferred <5 days old, not born here"		3996.75
"Neonate, transferred <5 days old, not born here"		5291.4
"Neonate, transferred <5 days old, not born here"		10039.55
"Neonate, transferred < 5 days old, born here"		1923.49
"Neonate, transferred < 5 days old, born here"		2333.15
"Neonate, transferred < 5 days old, born here"		3066.07
"Neonate, transferred < 5 days old, born here"		4899.18
Neonate w ECMO		119779.61
Neonate w ECMO		119779.61
Neonate w ECMO		122047.32
Neonate w ECMO		214229.04
Neonate bwt <1500g w major procedure		161203.34
Neonate bwt <1500g w major procedure		161203.34
Neonate bwt <1500g w major procedure		210477.22
Neonate bwt <1500g w major procedure		210477.22
Neonate bwt <500g or GA <24 weeks		101659.53
Neonate bwt <500g or GA <24 weeks		101659.53
Neonate bwt <500g or GA <24 weeks		37350.96
Neonate bwt <500g or GA <24 weeks		1732.37
Neonate birthwt 500-749g w/o major procedure		74657.24
Neonate birthwt 500-749g w/o major procedure		92377.62
Neonate birthwt 500-749g w/o major procedure		98966.37
Neonate birthwt 500-749g w/o major procedure		161785.02
Neonate birthwt 750-999g w/o major procedure		90556.97
Neonate birthwt 750-999g w/o major procedure		93376.45
Neonate birthwt 750-999g w/o major procedure		113950.37
Neonate birthwt 750-999g w/o major procedure		145675.88
Neonate bwt 1000-1249g w resp dist synd/oth maj resp or maj anom		54741.44
Neonate bwt 1000-1249g w resp dist synd/oth maj resp or maj anom		79598.17
Neonate bwt 1000-1249g w resp dist synd/oth maj resp or maj anom		93542.64
Neonate bwt 1000-1249g w resp dist synd/oth maj resp or maj anom		126444.8
Neonate birthwt 1000-1249g w or w/o other significant condition		43785.14
Neonate birthwt 1000-1249g w or w/o other significant condition		58113.51
Neonate birthwt 1000-1249g w or w/o other significant condition		75397.63
Neonate birthwt 1000-1249g w or w/o other significant condition		116541.33
Neonate bwt 1250-1499g w resp dist synd/oth maj resp or maj anom		50989.63
Neonate bwt 1250-1499g w resp dist synd/oth maj resp or maj anom		62932.29
Neonate bwt 1250-1499g w resp dist synd/oth maj resp or maj anom		76815.26
Neonate bwt 1250-1499g w resp dist synd/oth maj resp or maj anom		103377.14
Neonate bwt 1250-1499g w or w/o other significant condition		36058.8
Neonate bwt 1250-1499g w or w/o other significant condition		48038.03
Neonate bwt 1250-1499g w or w/o other significant condition		57491.12
Neonate bwt 1250-1499g w or w/o other significant condition		60472.63
Neonate bwt 1500-2499g w major procedure		30435.64
Neonate bwt 1500-2499g w major procedure		30663.33
Neonate bwt 1500-2499g w major procedure		61309.41
Neonate bwt 1500-2499g w major procedure		133446.53
Neonate birthwt 1500-1999g w major anomaly		21604.95
Neonate birthwt 1500-1999g w major anomaly		34317.92
Neonate birthwt 1500-1999g w major anomaly		52855.98
Neonate birthwt 1500-1999g w major anomaly		69042.39
Neonate bwt 1500-1999g w resp dist synd/oth maj resp cond		30024.32
Neonate bwt 1500-1999g w resp dist synd/oth maj resp cond		38599.07
Neonate bwt 1500-1999g w resp dist synd/oth maj resp cond		53497.49
Neonate bwt 1500-1999g w resp dist synd/oth maj resp cond		71202.08
Neonate birthwt 1500-1999g w congenital/perinatal infection		22927.02
Neonate birthwt 1500-1999g w congenital/perinatal infection		34257.26
Neonate birthwt 1500-1999g w congenital/perinatal infection		42733.96
Neonate birthwt 1500-1999g w congenital/perinatal infection		43817.55
Neonate bwt 1500-1999g w or w/o other significant condition		17363.69
Neonate bwt 1500-1999g w or w/o other significant condition		28197.02
Neonate bwt 1500-1999g w or w/o other significant condition		42637.57
Neonate bwt 1500-1999g w or w/o other significant condition		42637.57
Neonate bwt 2000-2499g w major anomaly		8331.91
Neonate bwt 2000-2499g w major anomaly		18189.68
Neonate bwt 2000-2499g w major anomaly		33847.6
Neonate bwt 2000-2499g w major anomaly		57229.36
Neonate bwt 2000-2499g w resp dist synd/oth maj resp cond		16887.55
Neonate bwt 2000-2499g w resp dist synd/oth maj resp cond		22646.99
Neonate bwt 2000-2499g w resp dist synd/oth maj resp cond		30752.24
Neonate bwt 2000-2499g w resp dist synd/oth maj resp cond		43741.93
Neonate bwt 2000-2499g w congenital/perinatal infection		12878.96
Neonate bwt 2000-2499g w congenital/perinatal infection		18723.16
Neonate bwt 2000-2499g w congenital/perinatal infection		26757.78
Neonate bwt 2000-2499g w congenital/perinatal infection		26757.78
Neonate bwt 2000-2499g w other significant condition		14083.04
Neonate bwt 2000-2499g w other significant condition		22288.84
Neonate bwt 2000-2499g w other significant condition		28163.78
Neonate bwt 2000-2499g w other significant condition		28163.78
"Neonate bwt 2000-2499g, normal newborn or neonate w other problem"		2520.12
"Neonate bwt 2000-2499g, normal newborn or neonate w other problem"		4251.03
"Neonate bwt 2000-2499g, normal newborn or neonate w other problem"		11906.73
"Neonate bwt 2000-2499g, normal newborn or neonate w other problem"		11919.2
Neonate birthwt >2499g w major cardiovascular procedure		29447.62
Neonate birthwt >2499g w major cardiovascular procedure		30593.53
Neonate birthwt >2499g w major cardiovascular procedure		50028.2
Neonate birthwt >2499g w major cardiovascular procedure		102412.39
Neonate birthwt >2499g w other major procedure		14318.2
Neonate birthwt >2499g w other major procedure		25169.8
Neonate birthwt >2499g w other major procedure		41307.19
Neonate birthwt >2499g w other major procedure		88152.15
Neonate birthwt >2499g w major anomaly		3130.88
Neonate birthwt >2499g w major anomaly		8355.18
Neonate birthwt >2499g w major anomaly		20702.52
Neonate birthwt >2499g w major anomaly		45278.39
"Neonate, birthwt >2499g w resp dist synd/oth maj resp cond"		7471.03
"Neonate, birthwt >2499g w resp dist synd/oth maj resp cond"		11866.84
"Neonate, birthwt >2499g w resp dist synd/oth maj resp cond"		19504.27
"Neonate, birthwt >2499g w resp dist synd/oth maj resp cond"		34306.29
Neonate birthwt >2499g w congenital/perinatal infection		8994.19
Neonate birthwt >2499g w congenital/perinatal infection		11924.18
Neonate birthwt >2499g w congenital/perinatal infection		17883.05
Neonate birthwt >2499g w congenital/perinatal infection		23073.27
Neonate birthwt >2499g w other significant condition		5074.52
Neonate birthwt >2499g w other significant condition		11563.54
Neonate birthwt >2499g w other significant condition		16275.96
Neonate birthwt >2499g w other significant condition		32651
"Neonate birthwt >2499g, normal newborn or neonate w other problem"		2242.58
"Neonate birthwt >2499g, normal newborn or neonate w other problem"		2808.47
"Neonate birthwt >2499g, normal newborn or neonate w other problem"		5277.27
"Neonate birthwt >2499g, normal newborn or neonate w other problem"		5282.26
Splenectomy		11585.98
Splenectomy		17278.94
Splenectomy		20660.14
Splenectomy		48179.29
Other procedures of blood & blood-forming organs		9442.08
Other procedures of blood & blood-forming organs		12264.05
Other procedures of blood & blood-forming organs		22453.37
Other procedures of blood & blood-forming organs		32132.48
Major hematologic/immunologic diag exc sickle cell crisis & coagul		6583.55
Major hematologic/immunologic diag exc sickle cell crisis & coagul		8267.09
Major hematologic/immunologic diag exc sickle cell crisis & coagul		13434.05
Major hematologic/immunologic diag exc sickle cell crisis & coagul		42154.78
Coagulation & platelet disorders		9178.66
Coagulation & platelet disorders		10642.83
Coagulation & platelet disorders		17041.28
Coagulation & platelet disorders		38732.02
Sickle cell anemia crisis		6346.73
Sickle cell anemia crisis		8809.72
Sickle cell anemia crisis		13591.93
Sickle cell anemia crisis		28313.35
Other anemia & disorders of blood & blood-forming organs		5054.57
Other anemia & disorders of blood & blood-forming organs		6644.21
Other anemia & disorders of blood & blood-forming organs		10016.28
Other anemia & disorders of blood & blood-forming organs		20361.83
Major O.R. procedures for lymphatic/hematopoietic/other neoplasms		12289.81
Major O.R. procedures for lymphatic/hematopoietic/other neoplasms		18918.43
Major O.R. procedures for lymphatic/hematopoietic/other neoplasms		32936.86
Major O.R. procedures for lymphatic/hematopoietic/other neoplasms		75130.06
Other O.R. procedures for lymphatic/hematopoietic/other neoplasms		8668.45
Other O.R. procedures for lymphatic/hematopoietic/other neoplasms		13964.21
Other O.R. procedures for lymphatic/hematopoietic/other neoplasms		32526.36
Other O.R. procedures for lymphatic/hematopoietic/other neoplasms		75336.97
Acute leukemia		11896.76
Acute leukemia		23380.73
Acute leukemia		51169.95
Acute leukemia		73524.63
"Lymphoma, myeloma & non-acute leukemia"		9287.52
"Lymphoma, myeloma & non-acute leukemia"		13120.77
"Lymphoma, myeloma & non-acute leukemia"		21668.94
"Lymphoma, myeloma & non-acute leukemia"		53412.73
Radiotherapy		5740.95
Radiotherapy		11599.27
Radiotherapy		23921.69
Radiotherapy		26746.15
Lymphatic & other malignancies & neoplasms of uncertain behavior		5963.65
Lymphatic & other malignancies & neoplasms of uncertain behavior		8945.16
Lymphatic & other malignancies & neoplasms of uncertain behavior		14258.37
Lymphatic & other malignancies & neoplasms of uncertain behavior		28887.55
Chemotherapy for acute leukemia #		8308.64
Chemotherapy for acute leukemia #		8319.44
Chemotherapy for acute leukemia #		21048.2
Chemotherapy for acute leukemia #		62171.12
Other Chemotherapy #		6995.71
Other Chemotherapy #		9135.45
Other Chemotherapy #		13378.37
Other Chemotherapy #		37305.25
Infectious & parasitic diseases including HIV w O.R. procedure		9796.07
Infectious & parasitic diseases including HIV w O.R. procedure		14633.97
Infectious & parasitic diseases including HIV w O.R. procedure		25515.49
Infectious & parasitic diseases including HIV w O.R. procedure		53309.69
"Post-op, post-trauma, other device infections w O.R. procedure"		10414.31
"Post-op, post-trauma, other device infections w O.R. procedure"		13955.9
"Post-op, post-trauma, other device infections w O.R. procedure"		24678.7
"Post-op, post-trauma, other device infections w O.R. procedure"		50945.58
Septicemia & disseminated infections		5811.58
Septicemia & disseminated infections		7716.99
Septicemia & disseminated infections		13154.01
Septicemia & disseminated infections		27382.67
"Post-operative, post-traumatic, other device infections"		6138.99
"Post-operative, post-traumatic, other device infections"		7823.36
"Post-operative, post-traumatic, other device infections"		12685.35
"Post-operative, post-traumatic, other device infections"		24313.91
Fever		5055.4
Fever		5649.55
Fever		7844.13
Fever		15680.15
Viral illness		4610.01
Viral illness		5404.41
Viral illness		7889
Viral illness		23123.13
Other infectious & parasitic diseases		6158.1
Other infectious & parasitic diseases		7164.4
Other infectious & parasitic diseases		12114.47
Other infectious & parasitic diseases		30875.23
Mental illness diagnosis w O.R. procedure		 Carved to UBH 
Mental illness diagnosis w O.R. procedure		 Carved to UBH 
Mental illness diagnosis w O.R. procedure		 Carved to UBH 
Mental illness diagnosis w O.R. procedure		 Carved to UBH 
Schizophrenia		 Carved to UBH 
Schizophrenia		 Carved to UBH 
Schizophrenia		 Carved to UBH 
Schizophrenia		 Carved to UBH 
Major depressive disorders & other/unspecified psychoses		 Carved to UBH 
Major depressive disorders & other/unspecified psychoses		 Carved to UBH 
Major depressive disorders & other/unspecified psychoses		 Carved to UBH 
Major depressive disorders & other/unspecified psychoses		 Carved to UBH 
Disorders of personality & impulse control		 Carved to UBH 
Disorders of personality & impulse control		 Carved to UBH 
Disorders of personality & impulse control		 Carved to UBH 
Disorders of personality & impulse control		 Carved to UBH 
Bipolar disorders		 Carved to UBH 
Bipolar disorders		 Carved to UBH 
Bipolar disorders		 Carved to UBH 
Bipolar disorders		 Carved to UBH 
Depression except major depressive disorder		 Carved to UBH 
Depression except major depressive disorder		 Carved to UBH 
Depression except major depressive disorder		 Carved to UBH 
Depression except major depressive disorder		 Carved to UBH 
Adjustment disorders & neuroses except depressive diagnoses		 Carved to UBH 
Adjustment disorders & neuroses except depressive diagnoses		 Carved to UBH 
Adjustment disorders & neuroses except depressive diagnoses		 Carved to UBH 
Adjustment disorders & neuroses except depressive diagnoses		 Carved to UBH 
Acute anxiety & delirium states		 Carved to UBH 
Acute anxiety & delirium states		 Carved to UBH 
Acute anxiety & delirium states		 Carved to UBH 
Acute anxiety & delirium states		 Carved to UBH 
Organic mental health disturbances		 Carved to UBH 
Organic mental health disturbances		 Carved to UBH 
Organic mental health disturbances		 Carved to UBH 
Organic mental health disturbances		 Carved to UBH 
Behavioral disorders		 Carved to UBH 
Behavioral disorders		 Carved to UBH 
Behavioral disorders		 Carved to UBH 
Behavioral disorders		 Carved to UBH 
Eating disorders		 Carved to UBH 
Eating disorders		 Carved to UBH 
Eating disorders		 Carved to UBH 
Eating disorders		 Carved to UBH 
Other mental health disorders		 Carved to UBH 
Other mental health disorders		 Carved to UBH 
Other mental health disorders		 Carved to UBH 
Other mental health disorders		 Carved to UBH 
"Drug & alcohol abuse or dependence, left against medical advice"		3273.81
"Drug & alcohol abuse or dependence, left against medical advice"		3938.58
"Drug & alcohol abuse or dependence, left against medical advice"		7327.27
"Drug & alcohol abuse or dependence, left against medical advice"		8215.57
Alcohol & drug dependence w rehab or rehab/detox therapy		9016.63
Alcohol & drug dependence w rehab or rehab/detox therapy		9016.63
Alcohol & drug dependence w rehab or rehab/detox therapy		9016.63
Alcohol & drug dependence w rehab or rehab/detox therapy		9850.09
Opioid abuse & dependence		3833.88
Opioid abuse & dependence		4931.59
Opioid abuse & dependence		10201.59
Opioid abuse & dependence		11593.46
Cocaine abuse & dependence		4907.49
Cocaine abuse & dependence		4949.04
Cocaine abuse & dependence		7509.25
Cocaine abuse & dependence		9181.16
Alcohol abuse & dependence		4580.92
Alcohol abuse & dependence		6191.34
Alcohol abuse & dependence		11030.06
Alcohol abuse & dependence		33357.33
Other drug abuse & dependence		5135.18
Other drug abuse & dependence		5388.62
Other drug abuse & dependence		5942.88
Other drug abuse & dependence		5942.88
O.R. procedure for other complications of treatment		7835.82
O.R. procedure for other complications of treatment		12616.38
O.R. procedure for other complications of treatment		23010.12
O.R. procedure for other complications of treatment		55721.99
Allergic reactions		3606.2
Allergic reactions		4711.38
Allergic reactions		9492.77
Allergic reactions		20410.02
Poisoning of medicinal agents		4192.03
Poisoning of medicinal agents		5295.55
Poisoning of medicinal agents		8434.12
Poisoning of medicinal agents		18957.49
Other complications of treatment		4923.28
Other complications of treatment		6498.79
Other complications of treatment		10246.46
Other complications of treatment		22507.38
"Other injury, poisoning & toxic effect diagnoses"		3791.5
"Other injury, poisoning & toxic effect diagnoses"		5924.6
"Other injury, poisoning & toxic effect diagnoses"		9552.6
"Other injury, poisoning & toxic effect diagnoses"		23262.73
Toxic effects of non-medicinal substances		4511.95
Toxic effects of non-medicinal substances		5495.82
Toxic effects of non-medicinal substances		8110.87
Toxic effects of non-medicinal substances		18189.68
Extensive 3rd degree burns w skin graft		45385.58
Extensive 3rd degree burns w skin graft		59637.5
Extensive 3rd degree burns w skin graft		122466.96
Extensive 3rd degree burns w skin graft		156499.23
Burns with skin graft except extensive 3rd degree burns		18698.23
Burns with skin graft except extensive 3rd degree burns		24342.16
Burns with skin graft except extensive 3rd degree burns		37048.48
Burns with skin graft except extensive 3rd degree burns		72565.7
Extensive 3rd degree or full thickness burns w/o skin graft		17170.91
Extensive 3rd degree or full thickness burns w/o skin graft		17170.91
Extensive 3rd degree or full thickness burns w/o skin graft		17170.91
Extensive 3rd degree or full thickness burns w/o skin graft		17170.91
Partial thickness burns without skin graft		6184.69
Partial thickness burns without skin graft		9627.39
Partial thickness burns without skin graft		16428.86
Partial thickness burns without skin graft		42999.87
"Procedure w diag of rehab, aftercare or oth contact w health service"		10437.58
"Procedure w diag of rehab, aftercare or oth contact w health service"		14565
"Procedure w diag of rehab, aftercare or oth contact w health service"		27690.13
"Procedure w diag of rehab, aftercare or oth contact w health service"		64164.62
Rehabilitation		13522.13
Rehabilitation		15695.94
Rehabilitation		20501.43
Rehabilitation		20501.43
"Signs, symptoms & other factors influencing health status"		4530.23
"Signs, symptoms & other factors influencing health status"		6026.81
"Signs, symptoms & other factors influencing health status"		9579.19
"Signs, symptoms & other factors influencing health status"		18158.1
Other aftercare & convalescence		5044.6
Other aftercare & convalescence		6885.19
Other aftercare & convalescence		10995.99
Other aftercare & convalescence		18592.7
Neonatal aftercare		8355.18
Neonatal aftercare		18980.76
Neonatal aftercare		35286.83
Neonatal aftercare		44822.18
HIV w multiple major HIV related conditions		10042.04
HIV w multiple major HIV related conditions		10055.34
HIV w multiple major HIV related conditions		16793.65
HIV w multiple major HIV related conditions		32253.8
HIV w major HIV related condition		6773.01
HIV w major HIV related condition		8542.97
HIV w major HIV related condition		11670.74
HIV w major HIV related condition		20188.15
HIV w multiple significant HIV related conditions		7289.88
HIV w multiple significant HIV related conditions		8471.51
HIV w multiple significant HIV related conditions		12858.19
HIV w multiple significant HIV related conditions		13099.17
